time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461250000	-23.4862	-7.50237	4.871	2.47742	-0.513082	radar	1.34452	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6519	-7.36014	4.82106	2.45205	-0.512545	lidar	0.66711	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8438	-7.19613	4.85668	2.42612	-0.511798	radar	0.838822	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9985	-7.1088	4.72171	2.42055	-0.492684	lidar	1.77529	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.166	-6.93231	4.70382	2.38576	-0.504902	radar	2.12601	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.338	-6.66879	4.84342	2.32986	-0.533781	lidar	3.74124	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5033	-6.49773	4.78967	2.29994	-0.541977	radar	3.62945	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5944	-6.3718	4.61666	2.27688	-0.537345	lidar	5.04653	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7331	-6.18992	4.60473	2.24631	-0.541455	radar	0.362517	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9233	-5.96787	4.73356	2.21777	-0.543481	lidar	2.88129	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0536	-5.76464	4.74284	2.18542	-0.547927	radar	1.93285	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1854	-5.59269	4.70178	2.16383	-0.542455	lidar	0.171899	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3377	-5.40158	4.75861	2.1491	-0.525782	radar	1.1616	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4861	-5.16469	4.84567	2.1188	-0.529852	lidar	0.674629	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.615	-4.98485	4.84677	2.10801	-0.507804	radar	6.37385	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7249	-4.81739	4.75929	2.08969	-0.50097	lidar	0.512235	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8467	-4.60755	4.78815	2.06894	-0.493983	radar	0.30675	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9617	-4.35359	4.86847	2.03587	-0.501986	lidar	0.502982	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0728	-4.13551	4.81391	2.00101	-0.52265	radar	10.8887	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1695	-3.83813	4.95807	1.95909	-0.537644	lidar	1.81509	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2447	-3.60392	4.90491	1.91636	-0.563813	radar	3.76855	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2762	-3.33921	4.92606	1.86913	-0.580899	lidar	4.56392	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3261	-3.0953	4.90558	1.82686	-0.600125	radar	0.898744	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3512	-2.86918	4.85584	1.78934	-0.606669	lidar	1.66548	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4064	-2.64407	4.83509	1.76299	-0.602649	radar	1.27824	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4775	-2.51372	4.63122	1.75522	-0.582531	lidar	5.28681	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5304	-2.28001	4.65825	1.73318	-0.572157	radar	0.870609	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5788	-2.08988	4.58164	1.71319	-0.564428	lidar	0.877889	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.608	-1.85692	4.60094	1.68924	-0.555174	radar	2.018	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.608	-1.59769	4.65463	1.65131	-0.564274	lidar	1.31266	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6063	-1.37463	4.62465	1.613	-0.579418	radar	1.70564	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6107	-1.14343	4.62427	1.58339	-0.579984	lidar	0.00635254	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.638	-0.924419	4.60606	1.56505	-0.569256	radar	4.99814	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6495	-0.659871	4.68498	1.54027	-0.565898	lidar	0.673659	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6382	-0.416094	4.71107	1.50554	-0.578277	radar	2.33962	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.595	-0.099056	4.88711	1.46682	-0.586695	lidar	2.72949	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5749	0.144801	4.89527	1.43775	-0.589499	radar	2.75944	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5509	0.451875	5.03753	1.41229	-0.585557	lidar	1.29203	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5362	0.692441	5.00778	1.39791	-0.565649	radar	1.77303	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5258	0.979049	5.09352	1.38214	-0.554377	lidar	2.61143	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4858	1.24624	5.10702	1.36888	-0.529051	radar	7.31055	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.427	1.47073	5.05386	1.34002	-0.531345	lidar	0.200032	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3884	1.68088	4.95619	1.32442	-0.514981	radar	8.92432	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.332	1.87639	4.85978	1.2983	-0.515681	lidar	0.51249	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2657	2.10542	4.85147	1.27259	-0.516024	radar	0.173392	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2033	2.28366	4.73504	1.24646	-0.516815	lidar	0.787527	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1408	2.501	4.68753	1.23125	-0.499615	radar	1.17227	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0589	2.75004	4.74948	1.20857	-0.497281	lidar	0.218864	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9676	2.97418	4.78929	1.17618	-0.511978	radar	2.4561	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8613	3.27119	4.95625	1.15547	-0.506711	lidar	1.54133	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7786	3.50138	4.95123	1.13744	-0.499385	radar	2.22961	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6737	3.69475	4.88873	1.10923	-0.502656	lidar	0.239323	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5589	3.89986	4.86838	1.081	-0.506164	radar	1.07721	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4942	4.06559	4.73636	1.0641	-0.499761	lidar	3.816	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3731	4.26286	4.72427	1.0365	-0.502538	radar	0.541417	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2116	4.49359	4.81148	1.00495	-0.50747	lidar	2.03299	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0623	4.68446	4.76763	0.977796	-0.50274	radar	8.91358	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9443	4.87777	4.74755	0.957022	-0.499077	lidar	0.449561	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7896	5.06641	4.74787	0.927908	-0.501664	radar	2.26458	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6182	5.29234	4.84359	0.902897	-0.500588	lidar	0.979136	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.447	5.47708	4.89923	0.867221	-0.516121	radar	0.857273	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2604	5.65297	4.90955	0.832863	-0.523592	lidar	1.18728	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0954	5.81675	4.91188	0.800613	-0.533493	radar	3.26881	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9233	5.97606	4.8853	0.770826	-0.536599	lidar	0.0699036	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7808	6.14584	4.72633	0.763265	-0.506187	radar	4.46197	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6155	6.30015	4.70638	0.737958	-0.506465	lidar	0.0612175	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4694	6.45868	4.6213	0.724313	-0.490948	radar	1.79207	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2342	6.70251	4.84342	0.710456	-0.478245	lidar	4.62445	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0427	6.83687	4.7844	0.682237	-0.47889	radar	5.5201	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8247	7.01768	4.87347	0.660563	-0.475604	lidar	1.02852	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6139	7.15532	4.9003	0.629145	-0.484227	radar	1.37883	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4296	7.29765	4.8804	0.608104	-0.481693	lidar	0.342981	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1971	7.43949	5.02219	0.572964	-0.499342	radar	2.2315	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0147	7.59864	5.0157	0.561058	-0.487784	lidar	2.20055	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8321	7.75968	4.9161	0.557826	-0.460313	radar	6.08183	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6237	7.90203	4.93348	0.539447	-0.455919	lidar	0.114702	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4376	8.02661	4.8559	0.523746	-0.44679	radar	1.80639	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2197	8.05967	4.75584	0.473732	-0.472935	lidar	4.01032	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0348	8.19025	4.60919	0.469558	-0.445675	radar	6.3966	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8554	8.34314	4.6282	0.467494	-0.427312	lidar	3.56392	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6127	8.45969	4.75953	0.442281	-0.434217	radar	4.44023	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3547	8.60885	4.88085	0.431032	-0.423002	lidar	1.66453	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1648	8.72043	4.73408	0.424796	-0.401728	radar	2.3175	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9663	8.82347	4.71378	0.40949	-0.397743	lidar	0.594737	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7781	8.9196	4.58114	0.399921	-0.382377	radar	1.65376	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5542	9.00064	4.5947	0.37723	-0.385379	lidar	0.304302	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3158	9.10463	4.67609	0.361471	-0.382707	radar	4.75822	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0173	9.21507	4.83524	0.344051	-0.378854	lidar	6.28446	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8068	9.29075	4.79758	0.325875	-0.378316	radar	1.6133	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5425	9.4051	4.89522	0.317249	-0.367629	lidar	1.10474	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2741	9.44878	5.0279	0.278945	-0.39232	radar	4.9024	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9673	9.59251	5.20448	0.280811	-0.370372	lidar	3.45241	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7249	9.68067	5.1037	0.275449	-0.350957	radar	3.34704	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4428	9.79514	5.20506	0.271726	-0.337029	lidar	1.10508	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.195	9.87391	5.19999	0.259453	-0.332216	radar	0.511123	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.917	10.0005	5.29575	0.262638	-0.313074	lidar	1.39811	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.662	10.0704	5.28184	0.249033	-0.310086	radar	0.065901	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4147	10.174	5.2981	0.247923	-0.29697	lidar	1.5435	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1563	10.2465	5.31371	0.235812	-0.294839	radar	0.502245	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9297	10.2647	5.22497	0.208361	-0.307413	lidar	0.804727	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6855	10.3258	5.1695	0.19891	-0.299285	radar	0.377499	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4755	10.3144	5.04847	0.165154	-0.317833	lidar	1.59594	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1676	10.3553	5.26686	0.141843	-0.330382	radar	7.69809	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9067	10.4099	5.27933	0.131917	-0.324213	lidar	0.265486	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6728	10.4344	5.08985	0.120751	-0.311243	radar	6.37716	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4368	10.4014	5.02392	0.0843753	-0.331185	lidar	1.93729	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1778	10.4238	5.03302	0.0691559	-0.329191	radar	0.539749	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8612	10.5758	5.21926	0.0993351	-0.283486	lidar	8.34509	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6163	10.6242	5.09344	0.0999351	-0.262194	radar	2.35835	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3689	10.6245	5.07103	0.078669	-0.270019	lidar	0.316432	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1089	10.6474	5.0926	0.0664365	-0.269022	radar	0.241958	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8507	10.7401	5.13524	0.0799076	-0.243603	lidar	4.66318	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5918	10.7843	5.10835	0.0791484	-0.229639	radar	1.74966	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3605	10.7533	5.04294	0.0501225	-0.246649	lidar	1.25974	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1138	10.7798	4.98072	0.0464346	-0.23465	radar	0.820064	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8627	10.846	5.00819	0.0542539	-0.216289	lidar	2.68006	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5893	10.8642	5.04296	0.0466285	-0.211881	radar	2.82147	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3599	10.8809	5.00323	0.0377309	-0.210801	lidar	0.66966	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0826	10.8352	5.24003	-0.00401134	-0.254191	radar	8.46319	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.78	10.8155	5.31149	-0.0217024	-0.25792	lidar	2.64144	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5244	10.8133	5.27434	-0.0318774	-0.254166	radar	0.244182	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2927	10.8074	5.21526	-0.0442538	-0.254613	lidar	1.0408	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0588	10.847	4.99967	-0.0294106	-0.217027	radar	6.70243	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.79446	10.8956	5.04356	-0.0200186	-0.197885	lidar	2.4876	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.57487	10.8704	4.95886	-0.0367672	-0.203733	radar	3.68661	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30861	10.8998	5.00521	-0.0325436	-0.189995	lidar	1.04885	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.07259	10.8749	4.94067	-0.0458995	-0.191284	radar	2.43074	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.80082	10.9095	5.00104	-0.0381441	-0.174777	lidar	1.51005	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.57014	10.8642	4.9418	-0.0588833	-0.185167	radar	5.98553	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.4147	10.7872	4.74909	-0.0939369	-0.210817	lidar	3.81313	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.17452	10.7901	4.70806	-0.0919804	-0.195439	radar	1.69502	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.81391	10.8446	4.9683	-0.0675858	-0.161157	lidar	7.11331	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.56071	10.8395	4.90954	-0.0654092	-0.145237	radar	2.44473	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.2742	10.8323	4.99397	-0.0667985	-0.138973	lidar	0.842384	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.05542	10.8536	4.82835	-0.0529584	-0.109929	radar	4.48583	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
